ID	GeneID	geneSymbol	chr	strand	IncLevel1	IncLevel2	PValue	event
24779	ENSG00000156976.15_2	EIF4A2	chr3	+	1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.974,1.0,1.0,0.843,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,0.946,1.0,1.0,1.0,1.0,1.0,1.0,NA	1	SE
24780	ENSG00000156976.15_2	EIF4A2	chr3	+	0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,NA,0.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.043,NA,0.0,0.0,NA,0.0,0.0,0.0,0.0,NA	1	SE
24781	ENSG00000156976.15_2	EIF4A2	chr3	+	0.0,0.0,0.0,0.0,0.177,0.0,NA,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,NA,0.0,0.042,0.419,0.0,0.0,0.0,0.0,0.0,0.042,NA,0.0,0.0,NA,0.0,0.0,0.0,0.0,NA	1	SE
24795	ENSG00000174938.14_2	SEZ6L2	chr16	-	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,0.849,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,0.989,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA	1	SE
24897	ENSG00000147403.16_2	RPL10	chrX	+	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.988,0.972,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA	1	SE
24927	ENSG00000148408.12_2	CACNA1B	chr9	+	1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,NA,NA,1.0,1.0	1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,NA,1.0,0.911,1.0,1.0,1.0,1.0,1.0,NA	1	SE
25108	ENSG00000120885.20_2	CLU	chr8	-	1.0,1.0,1.0,0.988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA	1	SE
25368	ENSG00000172915.18_2	NBEA	chr13	+	1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.0	1.0,1.0,0.724,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,NA,1.0,NA	1	SE
25371	ENSG00000172915.18_2	NBEA	chr13	+	1.0,1.0,1.0,0.84,0.811,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,0.767,0.037,1.0,1.0,0.766,1.0,1.0,1.0,0.791,1.0	1.0,1.0,0.786,1.0,0.786,1.0,1.0,1.0,1.0,0.985,0.99,NA,1.0,1.0,NA,1.0,1.0,1.0,0.286,NA	1	SE
25372	ENSG00000172915.18_2	NBEA	chr13	+	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.904,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,1.0,1.0,0.678,NA,0.663,1.0,1.0,1.0,1.0	1	SE
25373	ENSG00000172915.18_2	NBEA	chr13	+	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,0.293,1.0	1	SE
25502	ENSG00000160299.16_1	PCNT	chr21	+	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,0.362	1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,NA	1	SE
25509	ENSG00000067560.10_2	RHOA	chr3	-	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.959,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.795,1.0,NA,0.862,1.0	1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0	1	SE
25623	ENSG00000133083.14_1	DCLK1	chr13	-	0.868,0.445,0.954,0.487,0.173,0.444,1.0,0.276,0.028,1.0,0.362,1.0,0.914,0.228,0.533,0.06,0.138,0.872,0.487,0.575,0.36,NA,0.478,0.73	0.836,0.689,0.753,0.29,0.0,1.0,1.0,0.312,0.486,0.492,0.358,0.402,0.977,0.437,1.0,0.444,0.447,NA,0.584,NA	1	SE
25625	ENSG00000133083.14_1	DCLK1	chr13	-	1.0,1.0,1.0,1.0,1.0,1.0,NA,0.91,1.0,1.0,1.0,1.0,1.0,0.81,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0	1	SE
25626	ENSG00000133083.14_1	DCLK1	chr13	-	1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,0.153,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,NA,0.349,NA	1	SE
25669	ENSG00000131558.14_1	EXOC4	chr7	+	1.0,NA,1.0,1.0,1.0,1.0,NA,0.731,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,NA,NA	1	SE
25843	ENSG00000062194.15_1	GPBP1	chr5	+	1.0,1.0,1.0,1.0,1.0,1.0,0.926,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA	1	SE
25873	ENSG00000213983.11_2	AP1G2	chr14	-	1.0,1.0,1.0,0.875,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.902,NA,1.0,1.0,NA,1.0,1.0,1.0,NA,NA	1	SE
25900	ENSG00000137818.11_1	RPLP1	chr15	+	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,0.541,0.905,1.0	1.0,1.0,0.985,0.902,1.0,1.0,0.951,1.0,0.896,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,0.626,1.0,1.0	1	SE
25915	ENSG00000007237.18_2	GAS7	chr17	-	1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.966,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA	1	SE
25916	ENSG00000007237.18_2	GAS7	chr17	-	0.977,0.632,1.0,0.826,0.608,0.716,1.0,0.601,0.586,1.0,0.988,0.0,0.983,0.507,0.86,1.0,1.0,1.0,0.907,1.0,0.803,0.984,0.85,0.878	0.853,0.903,0.513,0.859,0.317,0.343,0.308,0.984,0.885,0.938,0.649,1.0,0.801,0.094,0.338,0.099,0.654,NA,1.0,NA	1	SE
25917	ENSG00000007237.18_2	GAS7	chr17	-	1.0,1.0,NA,0.989,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.861,0.937,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1	SE
26055	ENSG00000087470.17_1	DNM1L	chr12	+	1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,0.989,1.0,1.0,0.875,1.0	1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,NA	1	SE
26058	ENSG00000087470.17_1	DNM1L	chr12	+	1.0,1.0,1.0,0.82,0.569,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,NA,1.0,1.0	1.0,1.0,1.0,1.0,0.289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,NA,1.0,1.0,NA,1.0,NA	1	SE
26061	ENSG00000087470.17_1	DNM1L	chr12	+	1.0,0.49,0.064,0.567,1.0,1.0,1.0,0.954,NA,1.0,0.041,1.0,1.0,1.0,1.0,0.556,1.0,0.292,1.0,1.0,1.0,NA,0.553,0.276	1.0,0.77,0.973,1.0,1.0,1.0,1.0,1.0,1.0,0.682,0.9,1.0,0.0,0.452,1.0,0.5,0.292,NA,0.113,1.0	1	SE
26087	ENSG00000151834.15_1	GABRA2	chr4	-	0.0,0.399,0.053,0.005,0.0,0.0,0.0,0.008,0.0,0.0,1.0,NA,0.0,0.0,0.0,0.0,0.348,0.0,0.004,0.0,0.0,0.067,0.0,0.0	0.146,0.187,NA,0.836,0.053,0.0,0.0,0.0,0.0,0.0,0.592,NA,0.0,0.256,NA,0.223,0.042,0.1,0.0,NA	1	SE
26088	ENSG00000151834.15_1	GABRA2	chr4	-	1.0,0.64,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,NA	1	SE
26094	ENSG00000151834.15_1	GABRA2	chr4	-	0.0,NA,0.0,0.024,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,NA,0.0,NA	1	SE
26286	ENSG00000100401.19_2	RANGAP1	chr22	-	1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA	1	SE
26464	ENSG00000158856.17_1	DMTN	chr8	+	0.0,0.363,0.915,0.269,0.268,0.734,NA,0.215,0.0,0.563,0.0,1.0,0.0,0.426,0.276,0.0,0.0,0.215,0.304,0.0,0.531,0.0,0.041,0.103	0.476,0.182,0.491,0.218,0.0,0.0,0.0,0.0,0.264,0.209,0.034,NA,0.014,0.151,0.0,0.122,1.0,NA,NA,NA	1	SE
26465	ENSG00000158856.17_1	DMTN	chr8	+	1.0,1.0,0.975,1.0,1.0,0.605,1.0,1.0,0.921,1.0,0.936,NA,1.0,1.0,1.0,1.0,1.0,1.0,0.988,1.0,NA,1.0,1.0,1.0	0.992,0.903,1.0,0.963,0.941,1.0,1.0,0.33,1.0,0.715,1.0,NA,0.958,0.638,NA,0.75,1.0,NA,1.0,1.0	1	SE
26583	ENSG00000170390.15_1	DCLK2	chr4	+	1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.893,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.368,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,NA	1	SE
26662	ENSG00000086065.13_1	CHMP5	chr9	+	1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,0.203,NA,1.0,NA	1	SE
26714	ENSG00000006125.16_2	AP2B1	chr17	+	1.0,1.0,1.0,1.0,1.0,0.721,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.975	1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,NA	1	SE
26757	ENSG00000127481.14_2	UBR4	chr1	-	1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,0.66,1.0,0.467,0.0,1.0,0.656,1.0,NA,NA,1.0,1.0,NA,1.0,1.0,0.668,1.0	1.0,1.0,0.773,1.0,1.0,NA,NA,1.0,0.099,1.0,0.92,1.0,1.0,1.0,1.0,1.0,0.976,NA,0.677,NA	1	SE
26762	ENSG00000144283.21_2	PKP4	chr2	+	0.942,1.0,1.0,0.952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,0.963,1.0,1.0,NA,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0	1.0,0.591,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA	1	SE
26763	ENSG00000144283.21_2	PKP4	chr2	+	1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.647,1.0,1.0,1.0,0.624,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA	1	SE
26765	ENSG00000144283.21_2	PKP4	chr2	+	0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.066,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA	1	SE
26766	ENSG00000144283.21_2	PKP4	chr2	+	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.655,1.0,1.0,NA,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA	1	SE
26845	ENSG00000186260.16_2	MKL2	chr16	+	0.525,1.0,1.0,0.943,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,0.46,0.985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.997,1.0,0.966,1.0,0.627,NA,1.0,1.0,0.954,0.983,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,NA	1	SE
26898	ENSG00000149091.15_2	DGKZ	chr11	+	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993,1.0,1.0,1.0,NA,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0	1	SE
26997	ENSG00000091972.18_2	CD200	chr3	+	1.0,1.0,NA,1.0,0.862,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0	1	SE
27001	ENSG00000166448.14_2	TMEM130	chr7	-	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996,1.0,1.0,1.0,1.0,NA,0.962,0.944	0.988,0.77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.946,1.0,1.0,1.0,0.986,1.0,1.0,NA	1	SE
27082	ENSG00000122545.18_2	SEPT7	chr7	+	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0	1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,0.765,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA	1	SE
27084	ENSG00000122545.18_2	SEPT7	chr7	+	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0	1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,0.768,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA	1	SE
27086	ENSG00000122545.18_2	SEPT7	chr7	+	0.022,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.174,0.0,NA,NA,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA	1	SE
27115	ENSG00000105993.14_2	DNAJB6	chr7	+	1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,NA	1	SE
27118	ENSG00000132824.13_1	SERINC3	chr20	-	1.0,0.674,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,NA,1.0,1.0	0.996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,NA,1.0,NA	1	SE
27163	ENSG00000137817.16_2	PARP6	chr15	-	0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,NA,0.0,0.0,NA	1	SE
27178	ENSG00000141867.17_2	BRD4	chr19	-	1.0,1.0,NA,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,0.0,1.0,NA,1.0,NA	1	SE
27298	ENSG00000143198.12_1	MGST3	chr1	+	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,0.973,1.0	1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA	1	SE
27299	ENSG00000143198.12_1	MGST3	chr1	+	1.0,1.0,1.0,0.993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA	1	SE
27372	ENSG00000108309.12_1	RUNDC3A	chr17	+	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.755,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA	1	SE
27578	ENSG00000131018.18	SYNE1	chr6	-	0.213,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.536,1.0,0.605,1.0,NA,1.0,1.0	1	SE
27723	ENSG00000215472.10_2	RPL17-C18orf32	chr18	-	0.276,1.0,1.0,1.0,0.963,1.0,1.0,1.0,1.0,0.316,1.0,NA,0.299,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,0.946,1.0	1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,0.839,1.0,1.0,1.0,NA	1	SE
27946	ENSG00000134152.10_2	KATNBL1	chr15	-	1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,0.633,1.0,1.0,1.0,NA,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,NA,1.0,NA	1	SE
27952	ENSG00000136928.6_2	GABBR2	chr9	-	1.0,1.0,1.0,1.0,0.885,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA	1	SE
27953	ENSG00000136928.6_2	GABBR2	chr9	-	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,0.763,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0	1	SE
27955	ENSG00000136928.6_2	GABBR2	chr9	-	1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,0.881,1.0,1.0,1.0,1.0,1.0,1.0,NA	1	SE
27958	ENSG00000136928.6_2	GABBR2	chr9	-	1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA	1	SE
27998	ENSG00000167549.18_2	CORO6	chr17	-	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,0.0,NA,1.0,NA	1	SE
28001	ENSG00000167549.18_2	CORO6	chr17	-	NA,1.0,1.0,0.988,1.0,1.0,1.0,0.524,0.536,1.0,1.0,1.0,0.355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,0.524,0.728	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,0.642,1.0,NA,1.0,0.0,NA,1.0,NA	1	SE
28085	ENSG00000100604.12_2	CHGA	chr14	+	0.973,1.0,1.0,0.977,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,0.977,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0	0.807,1.0,1.0,1.0,0.691,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,NA,0.193,NA	1	SE
28108	ENSG00000110076.18_1	NRXN2	chr11	-	NA,0.0,0.692,0.171,0.186,0.0,NA,0.0,0.702,0.088,0.79,0.0,NA,0.961,0.509,0.0,1.0,1.0,0.48,1.0,0.011,0.976,0.506,0.312	0.375,0.169,0.302,0.513,0.569,1.0,1.0,0.0,0.22,0.079,0.142,NA,0.715,0.0,NA,0.0,1.0,1.0,0.468,NA	1	SE
28144	ENSG00000171798.17_1	KNDC1	chr10	+	NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.907,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0	1	SE
28148	ENSG00000050165.17_1	DKK3	chr11	-	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,0.899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,0.986,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,NA	1	SE
28232	ENSG00000131469.12_1	RPL27	chr17	+	0.67,1.0,1.0,1.0,0.938,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.692,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.915	1.0,1.0,1.0,0.915,1.0,NA,NA,1.0,1.0,1.0,1.0,1.0,0.938,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1	SE
